filename,style,subcategory,caption,primary_color,secondary_color,path
img340.jpg,bandhani,bandhani,"multicolored and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(170, 40, 37)","(186, 62, 62)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img340.jpg
img521.jpg,bandhani,bandhani,"multicolored and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(158, 39, 95)","(189, 106, 155)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img521.jpg
img154.jpg,bandhani,bandhani,"multicolored and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(201, 185, 154)","(88, 64, 54)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img154.jpg
img498.jpg,bandhani,bandhani,"red and brown bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(204, 9, 5)","(245, 107, 25)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img498.jpg
img42.jpg,bandhani,bandhani,"brown and brown bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(187, 124, 12)","(205, 150, 44)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img42.jpg
img342.jpg,bandhani,bandhani,"multicolored and pink bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(153, 52, 73)","(211, 145, 146)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img342.jpg
img286.jpg,bandhani,bandhani,"multicolored and pink bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(150, 42, 88)","(192, 110, 109)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img286.jpg
img144.jpg,bandhani,bandhani,"multicolored and pink bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(190, 81, 91)","(217, 150, 142)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img144.jpg
img150.jpg,bandhani,bandhani,"multicolored and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(62, 93, 81)","(142, 130, 111)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img150.jpg
img396.jpg,bandhani,bandhani,"orange and indigo bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(204, 170, 96)","(159, 98, 101)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img396.jpg
img328.jpg,bandhani,bandhani,"multicolored and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(159, 49, 45)","(173, 82, 63)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img328.jpg
img551.jpg,bandhani,bandhani,"multicolored and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(51, 18, 13)","(107, 72, 55)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img551.jpg
img290.jpg,bandhani,bandhani,"indigo and indigo bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(95, 52, 138)","(133, 82, 130)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img290.jpg
img297.jpg,bandhani,bandhani,"multicolored and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(105, 130, 189)","(188, 198, 211)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img297.jpg
img289.jpg,bandhani,bandhani,"multicolored and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(177, 205, 228)","(130, 174, 217)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img289.jpg
img338.jpg,bandhani,bandhani,"indigo and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(202, 95, 111)","(227, 180, 191)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img338.jpg
img431.jpg,bandhani,bandhani,"multicolored and pink bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(149, 36, 27)","(194, 130, 121)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img431.jpg
img331.jpg,bandhani,bandhani,"multicolored and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(134, 45, 39)","(180, 97, 87)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img331.jpg
img383.jpg,bandhani,bandhani,"multicolored and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(174, 43, 38)","(184, 84, 79)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img383.jpg
img139.jpg,bandhani,bandhani,"multicolored and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(114, 148, 129)","(141, 172, 155)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img139.jpg
img285.jpg,bandhani,bandhani,"multicolored and indigo bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(161, 47, 85)","(172, 75, 108)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img285.jpg
img243.jpg,bandhani,bandhani,"multicolored and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(120, 23, 19)","(172, 97, 79)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img243.jpg
img491.jpg,bandhani,bandhani,"multicolored and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(9, 104, 58)","(120, 151, 97)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img491.jpg
img501.jpg,bandhani,bandhani,"multicolored and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(105, 7, 23)","(166, 92, 95)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img501.jpg
img210.jpg,bandhani,bandhani,"orange and pink bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(229, 182, 83)","(179, 102, 65)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img210.jpg
img148.jpg,bandhani,bandhani,"indigo and indigo bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(65, 27, 108)","(82, 46, 124)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img148.jpg
img162.jpg,bandhani,bandhani,"multicolored and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(50, 82, 53)","(113, 139, 99)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img162.jpg
img16.jpg,bandhani,bandhani,"multicolored and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(19, 19, 59)","(115, 114, 136)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img16.jpg
img130.jpg,bandhani,bandhani,"multicolored and white bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(189, 125, 194)","(234, 217, 235)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img130.jpg
img524.jpg,bandhani,bandhani,"indigo and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(60, 87, 140)","(110, 140, 176)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img524.jpg
img544.jpg,bandhani,bandhani,"brown and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(158, 51, 46)","(174, 81, 64)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img544.jpg
img136.jpg,bandhani,bandhani,"pink and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(166, 164, 146)","(111, 110, 92)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img136.jpg
img234.jpg,bandhani,bandhani,"multicolored and pink bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(150, 69, 51)","(187, 123, 100)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img234.jpg
img476.jpg,bandhani,bandhani,"multicolored and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(110, 185, 225)","(170, 218, 226)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img476.jpg
img323.jpg,bandhani,bandhani,"multicolored and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(64, 24, 65)","(141, 107, 137)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img323.jpg
img204.jpg,bandhani,bandhani,"orange and pink bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(252, 193, 22)","(237, 218, 137)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img204.jpg
img273.jpg,bandhani,bandhani,"multicolored and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(120, 30, 58)","(192, 152, 160)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img273.jpg
img128.jpg,bandhani,bandhani,"red and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(203, 80, 98)","(221, 179, 197)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img128.jpg
img164.jpg,bandhani,bandhani,"pink and pink bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(185, 158, 98)","(214, 190, 137)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img164.jpg
img188.jpg,bandhani,bandhani,"pink and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(197, 195, 128)","(219, 216, 169)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img188.jpg
img424.jpg,bandhani,bandhani,"multicolored and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(96, 105, 125)","(30, 40, 69)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img424.jpg
img83.jpg,bandhani,bandhani,"brown and pink bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(162, 56, 45)","(204, 123, 99)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img83.jpg
img418.jpg,bandhani,bandhani,"pink and white bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(228, 190, 104)","(246, 238, 215)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img418.jpg
img452.jpg,bandhani,bandhani,"indigo and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(193, 70, 137)","(222, 164, 199)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img452.jpg
img217.jpg,bandhani,bandhani,"multicolored and pink bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(153, 40, 70)","(186, 101, 125)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img217.jpg
img33.jpg,bandhani,bandhani,"orange and pink bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(228, 196, 90)","(184, 121, 66)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img33.jpg
img428.jpg,bandhani,bandhani,"white and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(235, 240, 240)","(170, 187, 186)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img428.jpg
img9.jpg,bandhani,bandhani,"multicolored and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(108, 39, 38)","(151, 87, 79)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img9.jpg
img314.jpg,bandhani,bandhani,"indigo and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(129, 50, 138)","(163, 106, 169)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img314.jpg
img113.jpg,bandhani,bandhani,"orange and pink bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(232, 178, 93)","(236, 199, 133)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img113.jpg
img296.jpg,bandhani,bandhani,"black and pink bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(7, 5, 5)","(192, 161, 110)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img296.jpg
img324.jpg,bandhani,bandhani,"multicolored and indigo bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(161, 47, 85)","(172, 76, 109)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img324.jpg
img192.jpg,bandhani,bandhani,"multicolored and pink bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(102, 12, 25)","(163, 103, 106)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img192.jpg
img451.jpg,bandhani,bandhani,"multicolored and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(128, 47, 41)","(188, 160, 153)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img451.jpg
img447.jpg,bandhani,bandhani,"multicolored and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(168, 47, 43)","(192, 89, 85)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img447.jpg
img510.jpg,bandhani,bandhani,"indigo and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(94, 52, 139)","(148, 117, 179)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img510.jpg
img258.jpg,bandhani,bandhani,"orange and pink bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(231, 177, 90)","(234, 196, 127)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img258.jpg
img21.jpg,bandhani,bandhani,"red and pink bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(210, 13, 52)","(226, 118, 147)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img21.jpg
img206.jpg,bandhani,bandhani,"indigo and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(62, 85, 125)","(188, 197, 200)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img206.jpg
img416.jpg,bandhani,bandhani,"multicolored and pink bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(156, 55, 51)","(187, 112, 97)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img416.jpg
img159.jpg,bandhani,bandhani,"multicolored and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(86, 149, 138)","(131, 190, 178)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img159.jpg
img365.jpg,bandhani,bandhani,"pink and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(153, 164, 123)","(135, 58, 90)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img365.jpg
img119.jpg,bandhani,bandhani,"brown and pink bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(144, 54, 46)","(207, 170, 126)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img119.jpg
img36.jpg,bandhani,bandhani,"multicolored and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(51, 83, 53)","(114, 140, 100)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img36.jpg
img479.jpg,bandhani,bandhani,"teal and pink bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(85, 127, 160)","(191, 169, 109)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img479.jpg
img58.jpg,bandhani,bandhani,"multicolored and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(103, 7, 23)","(159, 81, 85)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img58.jpg
img401.jpg,bandhani,bandhani,"indigo and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(197, 58, 108)","(215, 152, 177)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img401.jpg
img461.jpg,bandhani,bandhani,"orange and orange bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(235, 185, 67)","(243, 221, 84)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img461.jpg
img143.jpg,bandhani,bandhani,"white and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(236, 238, 226)","(167, 191, 184)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img143.jpg
img337.jpg,bandhani,bandhani,"brown and pink bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(137, 65, 44)","(198, 155, 115)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img337.jpg
img194.jpg,bandhani,bandhani,"brown and pink bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(136, 64, 26)","(178, 134, 90)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img194.jpg
img459.jpg,bandhani,bandhani,"brown and pink bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(144, 54, 46)","(206, 169, 125)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img459.jpg
img85.jpg,bandhani,bandhani,"teal and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(91, 119, 177)","(164, 187, 212)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img85.jpg
img552.jpg,bandhani,bandhani,"multicolored and pink bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(100, 32, 53)","(198, 138, 118)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img552.jpg
img134.jpg,bandhani,bandhani,"brown and pink bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(193, 112, 47)","(210, 140, 64)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img134.jpg
img244.jpg,bandhani,bandhani,"multicolored and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(36, 55, 77)","(145, 148, 143)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img244.jpg
img482.jpg,bandhani,bandhani,"multicolored and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(27, 84, 114)","(118, 181, 196)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img482.jpg
img89.jpg,bandhani,bandhani,"multicolored and pink bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(154, 39, 38)","(176, 101, 92)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img89.jpg
img175.jpg,bandhani,bandhani,"teal and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(72, 114, 152)","(106, 149, 178)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img175.jpg
img434.jpg,bandhani,bandhani,"multicolored and pink bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(176, 71, 56)","(197, 125, 115)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img434.jpg
img184.jpg,bandhani,bandhani,"pink and pink bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(164, 161, 95)","(206, 204, 147)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img184.jpg
img540.jpg,bandhani,bandhani,"black and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(17, 17, 17)","(122, 122, 122)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img540.jpg
img133.jpg,bandhani,bandhani,"multicolored and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(142, 102, 132)","(193, 173, 178)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img133.jpg
img264.jpg,bandhani,bandhani,"pink and pink bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(232, 212, 123)","(201, 185, 114)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img264.jpg
img395.jpg,bandhani,bandhani,"multicolored and pink bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(141, 152, 71)","(174, 183, 117)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img395.jpg
img312.jpg,bandhani,bandhani,"white and white bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(248, 250, 249)","(206, 213, 210)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img312.jpg
img197.jpg,bandhani,bandhani,"black and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(20, 21, 20)","(102, 105, 100)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img197.jpg
img274.jpg,bandhani,bandhani,"multicolored and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(59, 15, 38)","(140, 111, 129)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img274.jpg
img339.jpg,bandhani,bandhani,"multicolored and multicolored bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(121, 23, 22)","(140, 109, 102)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img339.jpg
img160.jpg,bandhani,bandhani,"multicolored and pink bandhani textile pattern with circular tie-dye dots, traditional Indian resist-dyeing technique, seamless repeating tile, high quality, intricate dotted design","(156, 54, 51)","(186, 112, 96)",/kaggle/input/updated-dataset/Dataset Cleaned/bandhani/img160.jpg
